gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Student_ID,Feedback_Text,Risk_Level,gpa,attendance_rate,participation_score,late_submissions
female,group D,some high school,free/reduced,none,67,82,82,STU15189,I find the coursework challenging but rewarding.,0,3.24,92,98,2
male,group E,some high school,standard,completed,70,50,52,STU15190,I need more time to grasp certain concepts.,1,2.01,77,65,3
female,group B,some high school,free/reduced,none,50,60,58,STU15191,"I feel neutral about school, neither excited nor worried.",1,2.55,87,54,1
female,group C,some high school,free/reduced,none,41,47,54,STU15192,I struggled a lot with the material this term.,2,1.79,53,23,11
female,group B,some college,standard,none,84,81,86,STU15193,"Great learning experience, the teacher is very helpful.",0,3.1,97,89,0
female,group D,some college,standard,none,61,67,76,STU15194,I'm motivated to keep improving my grades.,0,2.45,99,77,1
female,group B,master's degree,standard,none,94,96,96,STU15195,I feel supported by my teachers and peers.,0,3.9,96,89,2
female,group C,bachelor's degree,standard,none,70,71,79,STU15196,I think I could do better if I focused more.,1,2.82,85,71,5
female,group C,some college,standard,none,80,85,97,STU15197,I am doing well and understanding the concepts clearly.,0,3.39,96,75,1
male,group D,some high school,standard,completed,72,69,70,STU15198,I'm motivated to keep improving my grades.,0,2.92,89,93,2
female,group D,bachelor's degree,standard,completed,70,78,83,STU15199,I'm motivated to keep improving my grades.,0,2.77,96,84,0
male,group A,associate's degree,standard,completed,98,89,81,STU15200,I participate actively in class discussions.,0,3.45,90,97,1
female,group C,associate's degree,free/reduced,none,65,72,72,STU15201,My confidence in this subject has grown significantly.,0,2.68,86,89,2
female,group D,bachelor's degree,free/reduced,none,77,92,97,STU15202,I enjoy group projects and collaborative learning.,0,3.93,90,99,0
male,group D,associate's degree,free/reduced,none,79,64,77,STU15203,I am doing well and understanding the concepts clearly.,0,2.59,90,77,1
female,group D,some high school,standard,none,58,60,57,STU15204,I don't understand the lectures at all anymore.,2,2.5,60,19,4
female,group B,bachelor's degree,standard,none,62,71,73,STU15205,I did okay but could do better with more effort.,1,2.88,85,74,5
male,group E,associate's degree,standard,completed,61,58,55,STU15206,I have difficulty concentrating during class.,2,2.33,75,19,8
female,group D,some college,free/reduced,none,73,81,87,STU15207,I am satisfied with my performance and feel well-prepared.,0,3.4,92,80,2
male,group C,bachelor's degree,standard,completed,88,80,88,STU15208,I feel supported by my teachers and peers.,0,3.15,94,84,0
female,group C,some college,standard,none,72,74,66,STU15209,I feel confident about my progress this semester.,0,3.23,98,82,1
male,group C,high school,standard,completed,52,52,54,STU15210,I have no motivation to study anymore.,2,2.17,45,21,15
male,group D,bachelor's degree,standard,completed,70,62,67,STU15211,I participate actively in class discussions.,0,2.54,90,86,1
female,group D,associate's degree,free/reduced,completed,62,77,77,STU15212,I find the coursework challenging but rewarding.,0,3.05,94,90,2
female,group D,bachelor's degree,standard,none,74,82,77,STU15213,I feel supported by my teachers and peers.,0,2.82,92,79,1
male,group D,high school,standard,none,83,75,78,STU15214,"Great learning experience, the teacher is very helpful.",0,2.82,87,100,0
female,group D,some college,standard,completed,71,76,81,STU15215,I love this subject and enjoy the classes.,0,3.23,92,83,2
male,group B,bachelor's degree,free/reduced,none,45,56,46,STU15216,I have difficulty concentrating during class.,2,1.73,67,21,11
male,group B,some college,free/reduced,completed,64,62,63,STU15217,I attend classes regularly but don't always pay attention.,1,2.51,79,58,1
female,group C,high school,standard,none,73,84,87,STU15218,I enjoy group projects and collaborative learning.,0,2.87,90,94,0
male,group C,some college,standard,none,57,40,46,STU15219,The course material is too difficult for me.,2,1.57,54,12,5
female,group C,associate's degree,standard,none,70,71,75,STU15220,My confidence in this subject has grown significantly.,0,2.51,86,92,2
male,group C,master's degree,free/reduced,none,63,72,70,STU15221,The study materials are excellent and easy to follow.,0,2.64,98,84,1
male,group C,high school,standard,completed,53,56,49,STU15222,The exam was average difficulty for me.,1,1.79,88,52,5
female,group E,some college,standard,completed,77,73,74,STU15223,I'm motivated to keep improving my grades.,0,2.84,91,78,1
male,group D,bachelor's degree,standard,completed,71,72,71,STU15224,"It was fine, not great. I have room to improve.",1,3.16,90,75,4
female,group D,some college,free/reduced,none,61,63,69,STU15225,"Great learning experience, the teacher is very helpful.",0,2.74,87,90,0
male,group A,some college,free/reduced,none,62,59,58,STU15226,I'm motivated to keep improving my grades.,0,2.42,87,94,0
male,group D,some high school,standard,none,80,81,83,STU15227,I feel supported by my teachers and peers.,0,3.46,94,76,1
female,group C,high school,standard,none,61,74,68,STU15228,I did okay but could do better with more effort.,1,2.88,75,51,2
male,group B,associate's degree,standard,none,57,45,37,STU15229,I understand lectures but struggle with practice problems.,1,1.75,70,81,1
female,group C,associate's degree,standard,none,86,88,90,STU15230,"Great learning experience, the teacher is very helpful.",0,3.5,97,86,0
male,group E,high school,standard,none,68,57,55,STU15231,I have difficulty concentrating during class.,2,2.6,49,32,15
female,group D,high school,standard,completed,72,75,77,STU15232,I sometimes fall behind on homework but catch up eventually.,1,2.65,82,63,1
male,group D,high school,free/reduced,none,64,69,67,STU15233,My confidence in this subject has grown significantly.,0,2.66,87,77,2
female,group E,bachelor's degree,standard,none,65,70,67,STU15234,I think I could do better if I focused more.,1,2.91,80,78,1
female,group D,associate's degree,free/reduced,completed,77,88,93,STU15235,I love this subject and enjoy the classes.,0,3.5,97,99,0
female,group C,associate's degree,standard,none,67,74,72,STU15236,I consistently complete assignments on time and enjoy learning.,0,2.46,96,94,2
male,group C,high school,standard,none,87,88,84,STU15237,"Great learning experience, the teacher is very helpful.",0,3.53,97,87,2
male,group E,associate's degree,standard,completed,89,90,86,STU15238,I find the coursework challenging but rewarding.,0,3.71,92,81,2
female,group C,some college,free/reduced,none,41,63,62,STU15239,I did okay but could do better with more effort.,1,2.41,80,83,1
male,group D,bachelor's degree,free/reduced,none,58,46,46,STU15240,I feel anxious about exams and my future.,2,2.33,57,13,12
female,group C,bachelor's degree,free/reduced,completed,70,86,83,STU15241,I consistently complete assignments on time and enjoy learning.,0,2.93,94,81,0
male,group C,high school,standard,completed,75,64,65,STU15242,I attend classes regularly but don't always pay attention.,1,2.75,85,68,3
male,group A,high school,standard,completed,76,77,69,STU15243,My performance varies a lot depending on the subject.,1,3.0,89,60,2
female,group D,high school,free/reduced,completed,51,57,61,STU15244,"I feel neutral about school, neither excited nor worried.",1,2.53,85,61,2
male,group C,high school,free/reduced,none,56,55,52,STU15245,My home situation makes it hard to focus on studies.,2,2.21,49,33,12
female,group D,master's degree,free/reduced,completed,85,95,100,STU15246,I am doing well and understanding the concepts clearly.,0,3.62,88,81,2
male,group D,some high school,standard,completed,62,62,66,STU15247,My grades are acceptable but not where I want them.,1,2.47,70,63,3
female,group C,bachelor's degree,standard,none,62,81,78,STU15248,I feel confident about my progress this semester.,0,2.73,100,92,2
female,group C,some college,standard,completed,90,100,99,STU15249,I feel supported by my teachers and peers.,0,4.0,91,87,2
male,group A,bachelor's degree,standard,none,59,57,56,STU15250,The questions were confusing and I couldn't finish on time.,2,2.09,41,12,8
female,group A,high school,standard,none,56,72,68,STU15251,I consistently complete assignments on time and enjoy learning.,0,2.5,94,88,1
female,group D,some high school,standard,none,51,63,59,STU15252,I am stressed and falling behind in multiple subjects.,2,2.5,57,16,10
female,group C,some college,standard,completed,74,89,84,STU15253,I love this subject and enjoy the classes.,0,2.96,86,87,0
female,group C,associate's degree,standard,completed,47,57,60,STU15254,Some topics are clear but others are confusing.,1,1.92,84,80,4
male,group E,some college,standard,completed,85,74,73,STU15255,I am satisfied with my performance and feel well-prepared.,0,2.98,94,75,2
male,group A,bachelor's degree,standard,completed,70,54,65,STU15256,The study materials are excellent and easy to follow.,0,2.32,87,86,1
male,group B,high school,standard,completed,60,48,45,STU15257,The exam was average difficulty for me.,1,2.21,82,54,1
male,group D,high school,free/reduced,none,57,61,46,STU15258,I feel overwhelmed by the amount of work assigned.,2,2.03,41,22,10
female,group A,bachelor's degree,standard,none,61,74,65,STU15259,I participate actively in class discussions.,0,2.59,85,100,1
male,group C,some high school,standard,completed,78,76,64,STU15260,The study materials are excellent and easy to follow.,0,2.81,96,83,0
female,group B,high school,standard,none,47,53,50,STU15261,I missed several classes and can't catch up.,2,1.9,56,24,11
female,group B,associate's degree,standard,completed,89,91,92,STU15262,My study habits are strong and I feel on track.,0,3.44,85,81,1
female,group C,bachelor's degree,free/reduced,completed,65,74,81,STU15263,I think I could do better if I focused more.,1,3.08,78,71,5
male,group B,high school,standard,none,62,69,60,STU15264,I attend classes regularly but don't always pay attention.,1,2.17,77,50,1
female,group D,associate's degree,standard,completed,54,73,82,STU15265,I consistently complete assignments on time and enjoy learning.,0,2.5,100,99,0
female,group C,bachelor's degree,free/reduced,completed,43,50,49,STU15266,I missed several classes and can't catch up.,2,1.96,57,18,15
male,group D,some high school,standard,none,54,48,48,STU15267,I need more time to grasp certain concepts.,1,2.21,76,74,5
male,group B,some college,free/reduced,none,55,50,47,STU15268,Some topics are clear but others are confusing.,1,2.33,88,70,4
female,group C,associate's degree,standard,completed,69,80,86,STU15269,I am satisfied with my performance and feel well-prepared.,0,3.2,93,75,2
female,group C,associate's degree,free/reduced,completed,77,96,95,STU15270,I find the coursework challenging but rewarding.,0,3.5,96,76,2
female,group C,some college,standard,completed,76,78,81,STU15271,The test was manageable and I understood most concepts.,0,3.06,93,99,0
male,group E,some high school,free/reduced,completed,76,67,58,STU15272,My confidence in this subject has grown significantly.,0,2.48,93,81,2
female,group B,some high school,standard,completed,61,83,82,STU15273,My study habits are strong and I feel on track.,0,2.64,98,80,1
male,group C,master's degree,standard,none,71,60,57,STU15274,I don't understand the lectures at all anymore.,2,2.57,47,29,6
female,group D,master's degree,standard,none,73,78,77,STU15275,I find the coursework challenging but rewarding.,0,2.84,97,88,2
male,group D,associate's degree,standard,none,84,61,66,STU15276,I feel confident about my progress this semester.,0,3.2,100,97,2
female,group E,master's degree,free/reduced,none,54,77,64,STU15277,I need more time to grasp certain concepts.,1,2.58,75,82,1
female,group C,some high school,free/reduced,completed,71,80,83,STU15278,I am satisfied with my performance and feel well-prepared.,0,3.49,87,95,1
male,group C,high school,standard,completed,58,49,50,STU15279,I understand the basics but struggle with advanced topics.,1,2.22,79,70,5
